code,display
49996006,Skin structure of index finger (body structure)
66288003,Skin structure of infraclavicular region (body structure)
17018007,Skin structure of infrapalpebral fold (body structure)
40207008,Skin structure of infratemporal region (body structure)
39687006,Skin structure of inguinal region (body structure)
47960000,Skin structure of interdigital space of foot (body structure)
73939002,Skin structure of interdigital space of hand (body structure)
11482004,Skin structure of interscapular region of back (body structure)
45591000,Skin structure of intertragal incisure (body structure)
41935005,Skin structure of jaw (body structure)
63464009,Skin structure of knee (body structure)
51215006,Skin structure of labiomental crease (body structure)
128252004,Skin structure of labium majus (body structure)
128253009,Skin structure of labium minus (body structure)
17697002,Skin structure of laryngeal prominence (body structure)
35739000,Skin structure of lateral border of sole of foot (body structure)
37671003,Skin structure of lateral canthus (body structure)
418079008,Skin structure of lateral malleolus (body structure)
20086004,Skin structure of lateral margin of forearm (body structure)
5272005,Skin structure of lateral portion of neck (body structure)
24415007,Skin structure of lateral region of trunk (body structure)
59023003,Skin structure of lateral surface of fifth toe (body structure)
5697001,Skin structure of lateral surface of finger (body structure)
47921002,Skin structure of lateral surface of fourth toe (body structure)
55085000,Skin structure of lateral surface of great toe (body structure)
21194004,Skin structure of lateral surface of index finger (body structure)
84649004,Skin structure of lateral surface of little finger (body structure)
15651003,Skin structure of lateral surface of lower leg (body structure)
79921002,Skin structure of lateral surface of middle finger (body structure)
76258008,Skin structure of lateral surface of ring finger (body structure)
113184000,Skin structure of lateral surface of second toe (body structure)
80001000,Skin structure of lateral surface of thigh (body structure)
19570009,Skin structure of lateral surface of third toe (body structure)
19601002,Skin structure of lateral surface of thumb (body structure)
47984008,Skin structure of lateral surface of toe (body structure)
58930001,Skin structure of lateral surface of upper arm (body structure)
88089004,Skin structure of lip (body structure)
73624001,Skin structure of little finger (body structure)
113182001,Skin structure of lower back (body structure)
371304004,Skin structure of lower extremity (body structure)
40069000,Skin structure of lower eyelid (body structure)
75144006,Skin structure of lower leg (body structure)
66934001,Skin structure of lower lip (body structure)
40021003,Skin structure of lower margin of nasal septum (body structure)
58403004,Skin structure of lower trunk (body structure)
51301006,Skin structure of lumbosacral region (body structure)
14225003,Skin structure of male genitalia (body structure)
243992001,Skin structure of male perineum (body structure)
419975006,Skin structure of malleolus (body structure)
52953006,Skin structure of medial border of sole of foot (body structure)
27887005,Skin structure of medial canthus (body structure)
418380001,Skin structure of medial malleolus (body structure)
60428009,Skin structure of medial margin of forearm (body structure)
7726008,Skin structure of medial surface of fifth toe (body structure)
61592007,Skin structure of medial surface of finger (body structure)
71852002,Skin structure of medial surface of fourth toe (body structure)
86911002,Skin structure of medial surface of great toe (body structure)
67481004,Skin structure of medial surface of index finger (body structure)
15829009,Skin structure of medial surface of little finger (body structure)
58226009,Skin structure of medial surface of lower leg (body structure)
9348007,Skin structure of medial surface of middle finger (body structure)
91405009,Skin structure of medial surface of ring finger (body structure)
31974000,Skin structure of medial surface of second toe (body structure)
73958006,Skin structure of medial surface of thigh (body structure)
19517003,Skin structure of medial surface of third toe (body structure)
66420006,Skin structure of medial surface of thumb (body structure)
74436006,Skin structure of medial surface of toe (body structure)
88260007,Skin structure of medial surface of upper arm (body structure)
26839009,Skin structure of middle finger (body structure)
36073009,Skin structure of milk line (body structure)
13408007,Skin structure of mons pubis (body structure)
37108007,Skin structure of nasolabial fold (body structure)
43081002,Skin structure of neck (body structure)
54468004,Skin structure of nipple (body structure)
113179006,Skin structure of nose (body structure)
4658004,Skin structure of nuchal region (body structure)
399953002,Skin structure of obverse of pinna (body structure)
367579000,Skin structure of olecranal region (body structure)
70887009,Skin structure of palmar area of hand (body structure)
1570006,Skin structure of palmar area of hand and finger (body structure)
24527008,Skin structure of palmar area of wrist (body structure)
70103008,Skin structure of palmar surface of finger (body structure)
48856004,Skin structure of palmar surface of index finger (body structure)
43825009,Skin structure of palmar surface of little finger (body structure)
65271000,Skin structure of palmar surface of middle finger (body structure)
28404007,Skin structure of palmar surface of ring finger (body structure)
72331001,Skin structure of palmar surface of thumb (body structure)
19701007,Skin structure of palpebral margins (body structure)
82654007,Skin structure of pelvis (body structure)
21308002,Skin structure of perianal area (body structure)
48014002,Skin structure of perineum (body structure)
84365009,Skin structure of philtrum (body structure)
44737009,Skin structure of pinna (body structure)
400025006,Skin structure of pinnal sulcus (body structure)
43148001,Skin structure of plantar surface of fifth toe (body structure)
70270003,Skin structure of plantar surface of foot and toe (body structure)
81563004,Skin structure of plantar surface of fourth toe (body structure)
83031007,Skin structure of plantar surface of great toe (body structure)
34016008,Skin structure of plantar surface of second toe (body structure)
76707005,Skin structure of plantar surface of third toe (body structure)
23764007,Skin structure of plantar surface of toe (body structure)
84507004,Skin structure of popliteal fossa (body structure)
24483006,Skin structure of postauricular region (body structure)
21377006,Skin structure of posterior axillary fold (body structure)
29231003,Skin structure of posterior axillary line (body structure)
19245008,Skin structure of posterior commissure of labia majora (body structure)
41550009,Skin structure of posterior surface of forearm (body structure)
4578000,Skin structure of posterior surface of thigh (body structure)
72939005,Skin structure of posterior surface of upper arm (body structure)
86719006,Skin structure of preauricular region (body structure)
76723005,Skin structure of prepuce of clitoris (body structure)
113183006,Skin structure of ring finger (body structure)
400033007,Skin structure of root of nose (body structure)
51027004,Skin structure of sacral region (body structure)
50938007,Skin structure of sacrococcygeal region (body structure)
43067004,Skin structure of scalp (body structure)
400056003,Skin structure of scalp and/or neck (body structure)
20166000,Skin structure of scaphoid fossa of external ear (body structure)
45980000,Skin structure of scapular region of back (body structure)
81992007,Skin structure of scrotum (body structure)
78747008,Skin structure of second toe (body structure)
18096008,Skin structure of shin (body structure)
